relative_prob_transmission,days_post_infection,proportion_transmission_abated,cumulative_transmission,cumulative_transmission_abated
0.052856164,14.84,0.000103235,0.975158925,0.024841075
0.052683375,14.85,0.000102897,0.975261822,0.024738178
0.052511171,14.86,0.000102561,0.975364383,0.024635617
0.052339549,14.87,0.000102226,0.975466609,0.024533391
0.05216851,14.88,0.000101892,0.975568501,0.024431499
0.051998053,14.89,0.000101559,0.97567006,0.02432994
0.051828176,14.9,0.000101227,0.975771287,0.024228713
0.051658289,14.91,0.000100895,0.975872183,0.024127817
0.051488971,14.92,0.000100565,0.975972747,0.024027253
0.051320223,14.93,0.000100235,0.976072982,0.023927018
0.051152044,14.94,9.99E-05,0.976172889,0.023827111
0.050984432,14.95,9.96E-05,0.976272468,0.023727532
0.050817387,14.96,9.93E-05,0.976371721,0.023628279
0.050650909,14.97,9.89E-05,0.976470649,0.023529351
0.050484997,14.98,9.86E-05,0.976569253,0.023430747
0.050319649,14.99,9.83E-05,0.976667534,0.023332466
0.050154865,15,9.80E-05,0.976765493,0.023234507
0.049990068,15.01,9.76E-05,0.97686313,0.02313687
0.049825825,15.02,9.73E-05,0.976960446,0.023039554
0.049662135,15.03,9.70E-05,0.977057443,0.022942557
0.049498997,15.04,9.67E-05,0.977154121,0.022845879
0.049336411,15.05,9.64E-05,0.977250481,0.022749519
0.049174375,15.06,9.60E-05,0.977346525,0.022653475
0.049012888,15.07,9.57E-05,0.977442254,0.022557746
0.048851951,15.08,9.54E-05,0.977537668,0.022462332
0.048691562,15.09,9.51E-05,0.977632769,0.022367231
0.048531721,15.1,9.48E-05,0.977727558,0.022272442
0.048371866,15.11,9.45E-05,0.977822034,0.022177966
0.048212548,15.12,9.42E-05,0.9779162,0.0220838
0.048053767,15.13,9.39E-05,0.978010055,0.021989945
0.047895522,15.14,9.35E-05,0.978103601,0.021896399
0.047737812,15.15,9.32E-05,0.978196839,0.021803161
0.047580637,15.16,9.29E-05,0.97828977,0.02171023
0.047423995,15.17,9.26E-05,0.978382396,0.021617604
0.047267887,15.18,9.23E-05,0.978474716,0.021525284
0.047112311,15.19,9.20E-05,0.978566733,0.021433267
0.046957266,15.2,9.17E-05,0.978658446,0.021341554
0.046802206,15.21,9.14E-05,0.978749857,0.021250143
0.046647668,15.22,9.11E-05,0.978840966,0.021159034
0.046493651,15.23,9.08E-05,0.978931774,0.021068226
0.046340154,15.24,9.05E-05,0.979022282,0.020977718
0.046187177,15.25,9.02E-05,0.979112492,0.020887508
0.046034718,15.26,8.99E-05,0.979202404,0.020797596
0.045882778,15.27,8.96E-05,0.979292019,0.020707981
0.045731355,15.28,8.93E-05,0.979381338,0.020618662
0.04558045,15.29,8.90E-05,0.979470363,0.020529637
0.04543006,15.3,8.87E-05,0.979559094,0.020440906
0.045279653,15.31,8.84E-05,0.979647531,0.020352469
0.045129753,15.32,8.81E-05,0.979735675,0.020264325
0.044980358,15.33,8.79E-05,0.979823527,0.020176473
0.044831469,15.34,8.76E-05,0.979911089,0.020088911
0.044683083,15.35,8.73E-05,0.979998361,0.020001639
0.044535202,15.36,8.70E-05,0.980085344,0.019914656
0.044387824,15.37,8.67E-05,0.980172039,0.019827961
0.044240948,15.38,8.64E-05,0.980258448,0.019741552
0.044094573,15.39,8.61E-05,0.98034457,0.01965543
0.0439487,15.4,8.58E-05,0.980430408,0.019569592
0.043802808,15.41,8.56E-05,0.98051596,0.01948404
0.043657408,15.42,8.53E-05,0.980601229,0.019398771
0.043512499,15.43,8.50E-05,0.980686214,0.019313786
0.04336808,15.44,8.47E-05,0.980770918,0.019229082
0.043224151,15.45,8.44E-05,0.98085534,0.01914466
0.04308071,15.46,8.41E-05,0.980939483,0.019060517
0.042937758,15.47,8.39E-05,0.981023346,0.018976654
0.042795293,15.48,8.36E-05,0.98110693,0.01889307
0.042653316,15.49,8.33E-05,0.981190238,0.018809762
0.042511824,15.5,8.30E-05,0.981273269,0.018726731
0.042370313,15.51,8.28E-05,0.981356024,0.018643976
0.042229279,15.52,8.25E-05,0.981438503,0.018561497
0.042088722,15.53,8.22E-05,0.981520708,0.018479292
0.04194864,15.54,8.19E-05,0.981602639,0.018397361
0.041809034,15.55,8.17E-05,0.981684297,0.018315703
0.041669902,15.56,8.14E-05,0.981765684,0.018234316
0.041531244,15.57,8.11E-05,0.9818468,0.0181532
0.041393059,15.58,8.08E-05,0.981927646,0.018072354
0.041255347,15.59,8.06E-05,0.982008223,0.017991777
0.041118107,15.6,8.03E-05,0.982088532,0.017911468
0.040980846,15.61,8.00E-05,0.982168573,0.017831427
0.040844047,15.62,7.98E-05,0.982248347,0.017751653
0.040707712,15.63,7.95E-05,0.982327854,0.017672146
0.040571838,15.64,7.92E-05,0.982407096,0.017592904
0.040436425,15.65,7.90E-05,0.982486074,0.017513926
0.040301473,15.66,7.87E-05,0.982564788,0.017435212
0.040166981,15.67,7.85E-05,0.982643239,0.017356761
0.040032948,15.68,7.82E-05,0.982721429,0.017278571
0.039899374,15.69,7.79E-05,0.982799358,0.017200642
0.039766258,15.7,7.77E-05,0.982877026,0.017122974
0.03963312,15.71,7.74E-05,0.982954435,0.017045565
0.039500431,15.72,7.71E-05,0.983031584,0.016968416
0.039368191,15.73,7.69E-05,0.983108476,0.016891524
0.039236399,15.74,7.66E-05,0.983185109,0.016814891
0.039105055,15.75,7.64E-05,0.983261487,0.016738513
0.038974157,15.76,7.61E-05,0.983337608,0.016662392
0.038843706,15.77,7.59E-05,0.983413475,0.016586525
0.038713701,15.78,7.56E-05,0.983489088,0.016510912
0.038584142,15.79,7.54E-05,0.983564448,0.016435552
0.038455026,15.8,7.51E-05,0.983639556,0.016360444
0.038325887,15.81,7.49E-05,0.983714411,0.016285589
0.038197184,15.82,7.46E-05,0.983789015,0.016210985
0.038068917,15.83,7.44E-05,0.983863369,0.016136631
0.037941085,15.84,7.41E-05,0.983937473,0.016062527
0.037813687,15.85,7.39E-05,0.984011328,0.015988672
0.037686723,15.86,7.36E-05,0.984084935,0.015915065
0.037560192,15.87,7.34E-05,0.984158295,0.015841705
0.037434094,15.88,7.31E-05,0.984231408,0.015768592
0.037308428,15.89,7.29E-05,0.984304277,0.015695723
0.037183193,15.9,7.26E-05,0.9843769,0.0156231
0.037057933,15.91,7.24E-05,0.984449279,0.015550721
0.036933097,15.92,7.21E-05,0.984521414,0.015478586
0.036808683,15.93,7.19E-05,0.984593306,0.015406694
0.036684692,15.94,7.17E-05,0.984664956,0.015335044
0.036561122,15.95,7.14E-05,0.984736365,0.015263635
0.036437973,15.96,7.12E-05,0.984807533,0.015192467
0.036315244,15.97,7.09E-05,0.984878462,0.015121538
0.036192936,15.98,7.07E-05,0.984949151,0.015050849
0.036071046,15.99,7.05E-05,0.985019603,0.014980397
0.035949576,16,7.02E-05,0.985089817,0.014910183
0.035828079,16.01,7.00E-05,0.985159794,0.014840206
0.035706993,16.02,6.97E-05,0.985229534,0.014770466
0.035586317,16.03,6.95E-05,0.985299039,0.014700961
0.035466051,16.04,6.93E-05,0.985368309,0.014631691
0.035346194,16.05,6.90E-05,0.985437344,0.014562656
0.035226745,16.06,6.88E-05,0.985506147,0.014493853
0.035107704,16.07,6.86E-05,0.985574717,0.014425283
0.034989071,16.08,6.83E-05,0.985643055,0.014356945
0.034870845,16.09,6.81E-05,0.985711162,0.014288838
0.034753025,16.1,6.79E-05,0.985779039,0.014220961
0.034635178,16.11,6.76E-05,0.985846686,0.014153314
0.034517729,16.12,6.74E-05,0.985914104,0.014085896
0.034400679,16.13,6.72E-05,0.985981293,0.014018707
0.034284026,16.14,6.70E-05,0.986048254,0.013951746
0.03416777,16.15,6.67E-05,0.986114988,0.013885012
0.03405191,16.16,6.65E-05,0.986181496,0.013818504
0.033936447,16.17,6.63E-05,0.986247778,0.013752222
0.033821379,16.18,6.61E-05,0.986313836,0.013686164
0.033706705,16.19,6.58E-05,0.98637967,0.01362033
0.033592426,16.2,6.56E-05,0.98644528,0.01355472
0.033478119,16.21,6.54E-05,0.986510667,0.013489333
0.033364198,16.22,6.52E-05,0.986575832,0.013424168
0.033250663,16.23,6.49E-05,0.986640775,0.013359225
0.033137515,16.24,6.47E-05,0.986705496,0.013294504
0.033024751,16.25,6.45E-05,0.986769998,0.013230002
0.032912373,16.26,6.43E-05,0.98683428,0.01316572
0.032800378,16.27,6.41E-05,0.986898344,0.013101656
0.032688767,16.28,6.38E-05,0.986962189,0.013037811
0.03257754,16.29,6.36E-05,0.987025817,0.012974183
0.032466694,16.3,6.34E-05,0.987089229,0.012910771
0.03235582,16.31,6.32E-05,0.987152424,0.012847576
0.032245321,16.32,6.30E-05,0.987215403,0.012784597
0.032135197,16.33,6.28E-05,0.987278168,0.012721832
0.032025447,16.34,6.25E-05,0.987340717,0.012659283
0.03191607,16.35,6.23E-05,0.987403054,0.012596946
0.031807067,16.36,6.21E-05,0.987465177,0.012534823
0.031698437,16.37,6.19E-05,0.987527088,0.012472912
0.03159018,16.38,6.17E-05,0.987588788,0.012411212
0.031482294,16.39,6.15E-05,0.987650277,0.012349723
0.031374779,16.4,6.13E-05,0.987711556,0.012288444
0.031267234,16.41,6.11E-05,0.987772625,0.012227375
0.031160053,16.42,6.09E-05,0.987833485,0.012166515
0.031053236,16.43,6.07E-05,0.987894136,0.012105864
0.030946782,16.44,6.04E-05,0.987954579,0.012045421
0.030840691,16.45,6.02E-05,0.988014815,0.011985185
0.030734962,16.46,6.00E-05,0.988074844,0.011925156
0.030629595,16.47,5.98E-05,0.988134668,0.011865332
0.030524589,16.48,5.96E-05,0.988194286,0.011805714
0.030419943,16.49,5.94E-05,0.9882537,0.0117463
0.030315658,16.5,5.92E-05,0.988312911,0.011687089
0.030211342,16.51,5.90E-05,0.988371917,0.011628083
0.03010738,16.52,5.88E-05,0.988430721,0.011569279
0.03000377,16.53,5.86E-05,0.988489322,0.011510678
0.029900512,16.54,5.84E-05,0.988547722,0.011452278
0.029797607,16.55,5.82E-05,0.98860592,0.01139408
0.029695053,16.56,5.80E-05,0.988663919,0.011336081
0.02959285,16.57,5.78E-05,0.988721717,0.011278283
0.029490997,16.58,5.76E-05,0.988779317,0.011220683
0.029389495,16.59,5.74E-05,0.988836719,0.011163281
0.029288342,16.6,5.72E-05,0.988893923,0.011106077
0.029187158,16.61,5.70E-05,0.988950929,0.011049071
0.029086316,16.62,5.68E-05,0.989007738,0.010992262
0.028985816,16.63,5.66E-05,0.989064351,0.010935649
0.028885659,16.64,5.64E-05,0.989120769,0.010879231
0.028785843,16.65,5.62E-05,0.989176991,0.010823009
0.028686368,16.66,5.60E-05,0.98923302,0.01076698
0.028587233,16.67,5.58E-05,0.989288854,0.010711146
0.028488439,16.68,5.56E-05,0.989344496,0.010655504
0.028389985,16.69,5.54E-05,0.989399945,0.010600055
0.02829187,16.7,5.53E-05,0.989455203,0.010544797
0.028193721,16.71,5.51E-05,0.989510269,0.010489731
0.028095906,16.72,5.49E-05,0.989565144,0.010434856
0.027998423,16.73,5.47E-05,0.989619828,0.010380172
0.027901272,16.74,5.45E-05,0.989674323,0.010325677
0.027804452,16.75,5.43E-05,0.989728629,0.010271371
0.027707963,16.76,5.41E-05,0.989782746,0.010217254
0.027611804,16.77,5.39E-05,0.989836676,0.010163324
0.027515976,16.78,5.37E-05,0.989890418,0.010109582
0.027420477,16.79,5.36E-05,0.989943974,0.010056026
0.027325307,16.8,5.34E-05,0.989997344,0.010002656
0.027230104,16.81,5.32E-05,0.990050528,0.009949472
0.027135224,16.82,5.30E-05,0.990103526,0.009896474
0.027040665,16.83,5.28E-05,0.99015634,0.00984366
0.026946429,16.84,5.26E-05,0.99020897,0.00979103
0.026852515,16.85,5.24E-05,0.990261416,0.009738584
0.026758922,16.86,5.23E-05,0.99031368,0.00968632
0.026665649,16.87,5.21E-05,0.990365762,0.009634238
0.026572697,16.88,5.19E-05,0.990417662,0.009582338
0.026480064,16.89,5.17E-05,0.990469381,0.009530619
0.026387751,16.9,5.15E-05,0.990520919,0.009479081
0.026295403,16.91,5.14E-05,0.990572278,0.009427722
0.026203369,16.92,5.12E-05,0.990623456,0.009376544
0.026111648,16.93,5.10E-05,0.990674456,0.009325544
0.026020239,16.94,5.08E-05,0.990725277,0.009274723
0.025929142,16.95,5.06E-05,0.99077592,0.00922408
0.025838356,16.96,5.05E-05,0.990826385,0.009173615
0.025747882,16.97,5.03E-05,0.990876674,0.009123326
0.025657719,16.98,5.01E-05,0.990926787,0.009073213
0.025567866,16.99,4.99E-05,0.990976725,0.009023275
0.025478323,17,4.98E-05,0.991026487,0.008973513
0.025388745,17.01,4.96E-05,0.991076075,0.008923925
0.025299471,17.02,4.94E-05,0.991125488,0.008874512
0.0252105,17.03,4.92E-05,0.991174727,0.008825273
0.025121833,17.04,4.91E-05,0.991223793,0.008776207
0.025033468,17.05,4.89E-05,0.991272687,0.008727313
0.024945406,17.06,4.87E-05,0.991321409,0.008678591
0.024857646,17.07,4.86E-05,0.991369959,0.008630041
0.024770187,17.08,4.84E-05,0.991418338,0.008581662
0.024683029,17.09,4.82E-05,0.991466547,0.008533453
0.024596173,17.1,4.80E-05,0.991514587,0.008485413
0.02450928,17.11,4.79E-05,0.991562457,0.008437543
0.024422683,17.12,4.77E-05,0.991610157,0.008389843
0.02433638,17.13,4.75E-05,0.991657689,0.008342311
0.024250371,17.14,4.74E-05,0.991705054,0.008294946
0.024164656,17.15,4.72E-05,0.99175225,0.00824775
0.024079235,17.16,4.70E-05,0.99179928,0.00820072
0.023994106,17.17,4.69E-05,0.991846144,0.008153856
0.02390927,17.18,4.67E-05,0.991892842,0.008107158
0.023824727,17.19,4.65E-05,0.991939375,0.008060625
0.023740475,17.2,4.64E-05,0.991985743,0.008014257
0.023656187,17.21,4.62E-05,0.992031946,0.007968054
0.023572185,17.22,4.60E-05,0.992077986,0.007922014
0.023488469,17.23,4.59E-05,0.992123862,0.007876138
0.023405039,17.24,4.57E-05,0.992169575,0.007830425
0.023321893,17.25,4.56E-05,0.992215126,0.007784874
0.023239032,17.26,4.54E-05,0.992260515,0.007739485
0.023156456,17.27,4.52E-05,0.992305742,0.007694258
0.023074164,17.28,4.51E-05,0.992350809,0.007649191
0.022992155,17.29,4.49E-05,0.992395716,0.007604284
0.02291043,17.3,4.47E-05,0.992440463,0.007559537
0.022828667,17.31,4.46E-05,0.99248505,0.00751495
0.022747183,17.32,4.44E-05,0.992529478,0.007470522
0.022665975,17.33,4.43E-05,0.992573748,0.007426252
0.022585045,17.34,4.41E-05,0.99261786,0.00738214
0.022504392,17.35,4.40E-05,0.992661814,0.007338186
0.022424014,17.36,4.38E-05,0.992705611,0.007294389
0.022343913,17.37,4.36E-05,0.992749251,0.007250749
0.022264087,17.38,4.35E-05,0.992792736,0.007207264
0.022184537,17.39,4.33E-05,0.992836065,0.007163935
0.022105261,17.4,4.32E-05,0.99287924,0.00712076
0.022025948,17.41,4.30E-05,0.992922259,0.007077741
0.021946905,17.42,4.29E-05,0.992965124,0.007034876
0.02186813,17.43,4.27E-05,0.993007836,0.006992164
0.021789625,17.44,4.26E-05,0.993050394,0.006949606
0.021711388,17.45,4.24E-05,0.993092799,0.006907201
0.021633419,17.46,4.23E-05,0.993135052,0.006864948
0.021555718,17.47,4.21E-05,0.993177153,0.006822847
0.021478284,17.48,4.19E-05,0.993219103,0.006780897
0.021401117,17.49,4.18E-05,0.993260902,0.006739098
0.021324217,17.5,4.16E-05,0.993302551,0.006697449
0.02124728,17.51,4.15E-05,0.993344049,0.006655951
0.021170604,17.52,4.13E-05,0.993385398,0.006614602
0.021094189,17.53,4.12E-05,0.993426598,0.006573402
0.021018035,17.54,4.11E-05,0.993467649,0.006532351
0.020942141,17.55,4.09E-05,0.993508552,0.006491448
0.020866508,17.56,4.08E-05,0.993549307,0.006450693
0.020791134,17.57,4.06E-05,0.993589915,0.006410085
0.020716021,17.58,4.05E-05,0.993630376,0.006369624
0.020641166,17.59,4.03E-05,0.993670691,0.006329309
0.02056657,17.6,4.02E-05,0.99371086,0.00628914
0.020491936,17.61,4.00E-05,0.993750883,0.006249117
0.020417556,17.62,3.99E-05,0.993790761,0.006209239
0.020343429,17.63,3.97E-05,0.993830495,0.006169505
0.020269555,17.64,3.96E-05,0.993870084,0.006129916
0.020195935,17.65,3.94E-05,0.993909529,0.006090471
0.020122566,17.66,3.93E-05,0.993948831,0.006051169
0.02004945,17.67,3.92E-05,0.99398799,0.00601201
0.019976586,17.68,3.90E-05,0.994027007,0.005972993
0.019903974,17.69,3.89E-05,0.994065882,0.005934118
0.019831612,17.7,3.87E-05,0.994104616,0.005895384
0.019759212,17.71,3.86E-05,0.994143208,0.005856792
0.019687059,17.72,3.85E-05,0.99418166,0.00581834
0.019615151,17.73,3.83E-05,0.994219971,0.005780029
0.019543489,17.74,3.82E-05,0.994258142,0.005741858
0.019472072,17.75,3.80E-05,0.994296173,0.005703827
0.019400901,17.76,3.79E-05,0.994334066,0.005665934
0.019329974,17.77,3.78E-05,0.994371819,0.005628181
0.019259292,17.78,3.76E-05,0.994409435,0.005590565
0.019188854,17.79,3.75E-05,0.994446914,0.005553086
0.019118659,17.8,3.73E-05,0.994484255,0.005515745
0.019048426,17.81,3.72E-05,0.994521459,0.005478541
0.018978432,17.82,3.71E-05,0.994558526,0.005441474
0.018908677,17.83,3.69E-05,0.994595457,0.005404543
0.01883916,17.84,3.68E-05,0.994632253,0.005367747
0.018769881,17.85,3.67E-05,0.994668913,0.005331087
0.01870084,17.86,3.65E-05,0.994705438,0.005294562
0.018632036,17.87,3.64E-05,0.994741829,0.005258171
0.01856347,17.88,3.63E-05,0.994778086,0.005221914
0.018495141,17.89,3.61E-05,0.994814209,0.005185791
0.018427048,17.9,3.60E-05,0.9948502,0.0051498
0.018358916,17.91,3.59E-05,0.994886057,0.005113943
0.018291017,17.92,3.57E-05,0.994921782,0.005078218
0.018223349,17.93,3.56E-05,0.994957374,0.005042626
0.018155912,17.94,3.55E-05,0.994992835,0.005007165
0.018088706,17.95,3.53E-05,0.995028165,0.004971835
0.018021732,17.96,3.52E-05,0.995063363,0.004936637
0.017954987,17.97,3.51E-05,0.995098432,0.004901568
0.017888474,17.98,3.49E-05,0.99513337,0.00486663
0.01782219,17.99,3.48E-05,0.995168179,0.004831821
0.017756136,18,3.47E-05,0.995202859,0.004797141
0.017690042,18.01,3.46E-05,0.99523741,0.00476259
0.017624173,18.02,3.44E-05,0.995271833,0.004728167
0.01755853,18.03,3.43E-05,0.995306127,0.004693873
0.017493111,18.04,3.42E-05,0.995340293,0.004659707
0.017427916,18.05,3.40E-05,0.995374332,0.004625668
0.017362945,18.06,3.39E-05,0.995408244,0.004591756
0.017298199,18.07,3.38E-05,0.99544203,0.00455797
0.017233675,18.08,3.37E-05,0.995475689,0.004524311
0.017169375,18.09,3.35E-05,0.995509224,0.004490776
0.017105298,18.1,3.34E-05,0.995542632,0.004457368
0.017041181,18.11,3.33E-05,0.995575916,0.004424084
0.016977283,18.12,3.32E-05,0.995609075,0.004390925
0.016913603,18.13,3.30E-05,0.995642109,0.004357891
0.016850141,18.14,3.29E-05,0.99567502,0.00432498
0.016786897,18.15,3.28E-05,0.995707807,0.004292193
0.01672387,18.16,3.27E-05,0.995740471,0.004259529
0.016661061,18.17,3.25E-05,0.995773012,0.004226988
0.016598468,18.18,3.24E-05,0.995805431,0.004194569
0.016536092,18.19,3.23E-05,0.995837728,0.004162272
0.016473933,18.2,3.22E-05,0.995869904,0.004130096
0.016411733,18.21,3.21E-05,0.995901958,0.004098042
0.016349746,18.22,3.19E-05,0.995933891,0.004066109
0.016287971,18.23,3.18E-05,0.995965704,0.004034296
0.016226407,18.24,3.17E-05,0.995997396,0.004002604
0.016165054,18.25,3.16E-05,0.996028969,0.003971031
0.016103913,18.26,3.15E-05,0.996060422,0.003939578
0.016042982,18.27,3.13E-05,0.996091756,0.003908244
0.015982263,18.28,3.12E-05,0.996122971,0.003877029
0.015921753,18.29,3.11E-05,0.996154068,0.003845932
0.015861454,18.3,3.10E-05,0.996185048,0.003814952
0.015801114,18.31,3.09E-05,0.996215909,0.003784091
0.01574098,18.32,3.07E-05,0.996246654,0.003753346
0.015681052,18.33,3.06E-05,0.996277281,0.003722719
0.01562133,18.34,3.05E-05,0.996307791,0.003692209
0.015561812,18.35,3.04E-05,0.996338186,0.003661814
0.0155025,18.36,3.03E-05,0.996368464,0.003631536
0.015443392,18.37,3.02E-05,0.996398627,0.003601373
0.015384489,18.38,3.00E-05,0.996428675,0.003571325
0.01532579,18.39,2.99E-05,0.996458608,0.003541392
0.015267294,18.4,2.98E-05,0.996488427,0.003511573
0.015208759,18.41,2.97E-05,0.996518132,0.003481868
0.015150423,18.42,2.96E-05,0.996547723,0.003452277
0.015092287,18.43,2.95E-05,0.9965772,0.0034228
0.015034351,18.44,2.94E-05,0.996606564,0.003393436
0.014976613,18.45,2.93E-05,0.996635815,0.003364185
0.014919075,18.46,2.91E-05,0.996664954,0.003335046
0.014861735,18.47,2.90E-05,0.996693981,0.003306019
0.014804594,18.48,2.89E-05,0.996722896,0.003277104
0.014747651,18.49,2.88E-05,0.9967517,0.0032483
0.014690906,18.5,2.87E-05,0.996780393,0.003219607
0.01463412,18.51,2.86E-05,0.996808976,0.003191024
0.014577529,18.52,2.85E-05,0.996837448,0.003162552
0.014521131,18.53,2.84E-05,0.996865809,0.003134191
0.014464927,18.54,2.83E-05,0.996894061,0.003105939
0.014408917,18.55,2.81E-05,0.996922204,0.003077796
0.014353099,18.56,2.80E-05,0.996950237,0.003049763
0.014297474,18.57,2.79E-05,0.996978162,0.003021838
0.014242042,18.58,2.78E-05,0.997005979,0.002994021
0.014186803,18.59,2.77E-05,0.997033687,0.002966313
0.014131756,18.6,2.76E-05,0.997061288,0.002938712
0.014076668,18.61,2.75E-05,0.997088782,0.002911218
0.014021768,18.62,2.74E-05,0.997116168,0.002883832
0.013967057,18.63,2.73E-05,0.997143448,0.002856552
0.013912534,18.64,2.72E-05,0.997170621,0.002829379
0.013858198,18.65,2.71E-05,0.997197688,0.002802312
0.01380405,18.66,2.70E-05,0.997224649,0.002775351
0.013750089,18.67,2.69E-05,0.997251504,0.002748496
0.013696316,18.68,2.68E-05,0.997278255,0.002721745
0.013642729,18.69,2.66E-05,0.997304901,0.002695099
0.013589328,18.7,2.65E-05,0.997331443,0.002668557
0.013535888,18.71,2.64E-05,0.99735788,0.00264212
0.01348263,18.72,2.63E-05,0.997384214,0.002615786
0.013429554,18.73,2.62E-05,0.997410443,0.002589557
0.013376662,18.74,2.61E-05,0.99743657,0.00256343
0.013323951,18.75,2.60E-05,0.997462593,0.002537407
0.013271422,18.76,2.59E-05,0.997488514,0.002511486
0.013219076,18.77,2.58E-05,0.997514332,0.002485668
0.013166911,18.78,2.57E-05,0.997540049,0.002459951
0.013114927,18.79,2.56E-05,0.997565664,0.002434336
0.013063124,18.8,2.55E-05,0.997591178,0.002408822
0.013011282,18.81,2.54E-05,0.997616591,0.002383409
0.012959616,18.82,2.53E-05,0.997641903,0.002358097
0.012908128,18.83,2.52E-05,0.997667114,0.002332886
0.012856817,18.84,2.51E-05,0.997692225,0.002307775
0.012805683,18.85,2.50E-05,0.997717236,0.002282764
0.012754726,18.86,2.49E-05,0.997742148,0.002257852
0.012703945,18.87,2.48E-05,0.99776696,0.00223304
0.012653341,18.88,2.47E-05,0.997791674,0.002208326
0.012602912,18.89,2.46E-05,0.997816289,0.002183711
0.01255266,18.9,2.45E-05,0.997840806,0.002159194
0.012502367,18.91,2.44E-05,0.997865225,0.002134775
0.012452247,18.92,2.43E-05,0.997889546,0.002110454
0.012402299,18.93,2.42E-05,0.997913769,0.002086231
0.012352523,18.94,2.41E-05,0.997937895,0.002062105
0.012302918,18.95,2.40E-05,0.997961924,0.002038076
0.012253485,18.96,2.39E-05,0.997985857,0.002014143
0.012204224,18.97,2.38E-05,0.998009693,0.001990307
0.012155134,18.98,2.37E-05,0.998033434,0.001966566
0.012106215,18.99,2.36E-05,0.998057079,0.001942921
0.012057466,19,2.35E-05,0.998080629,0.001919371
0.012008678,19.01,2.35E-05,0.998104083,0.001895917
0.011960056,19.02,2.34E-05,0.998127443,0.001872557
0.011911602,19.03,2.33E-05,0.998150708,0.001849292
0.011863315,19.04,2.32E-05,0.998173878,0.001826122
0.011815195,19.05,2.31E-05,0.998196955,0.001803045
0.011767241,19.06,2.30E-05,0.998219938,0.001780062
0.011719454,19.07,2.29E-05,0.998242828,0.001757172
0.011671833,19.08,2.28E-05,0.998265624,0.001734376
0.011624378,19.09,2.27E-05,0.998288328,0.001711672
0.011577089,19.1,2.26E-05,0.99831094,0.00168906
0.01152976,19.11,2.25E-05,0.998333459,0.001666541
0.011482593,19.12,2.24E-05,0.998355886,0.001644114
0.011435589,19.13,2.23E-05,0.998378221,0.001621779
0.011388746,19.14,2.22E-05,0.998400465,0.001599535
0.011342066,19.15,2.22E-05,0.998422617,0.001577383
0.011295547,19.16,2.21E-05,0.998444679,0.001555321
0.011249191,19.17,2.20E-05,0.99846665,0.00153335
0.011202995,19.18,2.19E-05,0.998488531,0.001511469
0.011156961,19.19,2.18E-05,0.998510322,0.001489678
0.011111088,19.2,2.17E-05,0.998532023,0.001467977
0.011065175,19.21,2.16E-05,0.998553635,0.001446365
0.01101942,19.22,2.15E-05,0.998575157,0.001424843
0.010973822,19.23,2.14E-05,0.998596591,0.001403409
0.010928381,19.24,2.13E-05,0.998617935,0.001382065
0.010883098,19.25,2.13E-05,0.998639191,0.001360809
0.010837973,19.26,2.12E-05,0.998660359,0.001339641
0.010793004,19.27,2.11E-05,0.998681439,0.001318561
0.010748192,19.28,2.10E-05,0.998702432,0.001297568
0.010703536,19.29,2.09E-05,0.998723338,0.001276662
0.010659037,19.3,2.08E-05,0.998744156,0.001255844
0.010614498,19.31,2.07E-05,0.998764888,0.001235112
0.010570112,19.32,2.06E-05,0.998785532,0.001214468
0.010525879,19.33,2.06E-05,0.998806091,0.001193909
0.0104818,19.34,2.05E-05,0.998826563,0.001173437
0.010437872,19.35,2.04E-05,0.99884695,0.00115305
0.010394098,19.36,2.03E-05,0.998867251,0.001132749
0.010350476,19.37,2.02E-05,0.998887466,0.001112534
0.010307006,19.38,2.01E-05,0.998907597,0.001092403
0.010263689,19.39,2.00E-05,0.998927644,0.001072356
0.010220523,19.4,2.00E-05,0.998947606,0.001052394
0.010177317,19.41,1.99E-05,0.998967483,0.001032517
0.010134261,19.42,1.98E-05,0.998987277,0.001012723
0.010091352,19.43,1.97E-05,0.999006987,0.000993013
0.010048593,19.44,1.96E-05,0.999026613,0.000973387
0.010005981,19.45,1.95E-05,0.999046156,0.000953844
0.009963518,19.46,1.95E-05,0.999065616,0.000934384
0.009921203,19.47,1.94E-05,0.999084993,0.000915007
0.009879036,19.48,1.93E-05,0.999104288,0.000895712
0.009837017,19.49,1.92E-05,0.999123501,0.000876499
0.009795145,19.5,1.91E-05,0.999142632,0.000857368
0.009753234,19.51,1.90E-05,0.999161682,0.000838318
0.009711467,19.52,1.90E-05,0.99918065,0.00081935
0.009669844,19.53,1.89E-05,0.999199536,0.000800464
0.009628366,19.54,1.88E-05,0.999218341,0.000781659
0.009587031,19.55,1.87E-05,0.999237066,0.000762934
0.009545841,19.56,1.86E-05,0.99925571,0.00074429
0.009504795,19.57,1.86E-05,0.999274275,0.000725725
0.009463892,19.58,1.85E-05,0.999292759,0.000707241
0.009423133,19.59,1.84E-05,0.999311163,0.000688837
0.009382517,19.6,1.83E-05,0.999329489,0.000670511
0.009341861,19.61,1.82E-05,0.999347735,0.000652265
0.009301346,19.62,1.82E-05,0.999365901,0.000634099
0.00926097,19.63,1.81E-05,0.999383989,0.000616011
0.009220735,19.64,1.80E-05,0.999401998,0.000598002
