relative_prob_transmission,days_post_infection,proportion_transmission_abated,cumulative_transmission,cumulative_transmission_abated
0.676350792,4.88,0.001321001,0.398986007,0.601013993
0.67593457,4.89,0.001320188,0.400306196,0.599693804
0.675511717,4.9,0.001319362,0.401625558,0.598374442
0.675084855,4.91,0.001318529,0.402944087,0.597055913
0.674651504,4.92,0.001317682,0.404261769,0.595738231
0.674211703,4.93,0.001316823,0.405578592,0.594421408
0.673765494,4.94,0.001315952,0.406894544,0.593105456
0.673312916,4.95,0.001315068,0.408209612,0.591790388
0.67285401,4.96,0.001314172,0.409523784,0.590476216
0.672388816,4.97,0.001313263,0.410837047,0.589162953
0.671917376,4.98,0.001312342,0.412149389,0.587850611
0.67143973,4.99,0.001311409,0.413460798,0.586539202
0.670955919,5,0.001310464,0.414771262,0.585228738
0.670467988,5.01,0.001309511,0.416080774,0.583919226
0.669974022,5.02,0.001308547,0.41738932,0.58261068
0.66947406,5.03,0.00130757,0.41869689,0.58130311
0.668968143,5.04,0.001306582,0.420003472,0.579996528
0.668456312,5.05,0.001305582,0.421309055,0.578690945
0.667938607,5.06,0.001304571,0.422613626,0.577386374
0.66741507,5.07,0.001303549,0.423917174,0.576082826
0.66688574,5.08,0.001302515,0.425219689,0.574780311
0.666350659,5.09,0.00130147,0.426521159,0.573478841
0.665809868,5.1,0.001300413,0.427821572,0.572178428
0.665264872,5.11,0.001299349,0.429120921,0.570879079
0.664714281,5.12,0.001298274,0.430419195,0.569580805
0.664158137,5.13,0.001297187,0.431716382,0.568283618
0.663596479,5.14,0.00129609,0.433012472,0.566987528
0.663029348,5.15,0.001294983,0.434307455,0.565692545
0.662456785,5.16,0.001293864,0.43560132,0.56439868
0.66187883,5.17,0.001292736,0.436894055,0.563105945
0.661295523,5.18,0.001291596,0.438185651,0.561814349
0.660706907,5.19,0.001290447,0.439476098,0.560523902
0.66011302,5.2,0.001289287,0.440765385,0.559234615
0.65951487,5.21,0.001288118,0.442053503,0.557946497
0.658911553,5.22,0.00128694,0.443340443,0.556659557
0.658303111,5.23,0.001285752,0.444626195,0.555373805
0.657689582,5.24,0.001284553,0.445910749,0.554089251
0.657071009,5.25,0.001283345,0.447194094,0.552805906
0.65644743,5.26,0.001282127,0.448476221,0.551523779
0.655818887,5.27,0.0012809,0.449757121,0.550242879
0.65518542,5.28,0.001279662,0.451036784,0.548963216
0.654547069,5.29,0.001278416,0.452315199,0.547684801
0.653903874,5.3,0.001277159,0.453592359,0.546407641
0.65325638,5.31,0.001275895,0.454868254,0.545131746
0.652604134,5.32,0.001274621,0.456142875,0.543857125
0.651947177,5.33,0.001273338,0.457416212,0.542583788
0.651285548,5.34,0.001272046,0.458688258,0.541311742
0.650619288,5.35,0.001270744,0.459959002,0.540040998
0.649948436,5.36,0.001269434,0.461228436,0.538771564
0.649273031,5.37,0.001268115,0.462496551,0.537503449
0.648593115,5.38,0.001266787,0.463763338,0.536236662
0.647908727,5.39,0.00126545,0.465028788,0.534971212
0.647219907,5.4,0.001264105,0.466292893,0.533707107
0.646526774,5.41,0.001262751,0.467555644,0.532444356
0.645829291,5.42,0.001261389,0.468817033,0.531182967
0.645127496,5.43,0.001260018,0.470077051,0.529922949
0.644421429,5.44,0.001258639,0.47133569,0.52866431
0.643711129,5.45,0.001257252,0.472592941,0.527407059
0.642996636,5.46,0.001255856,0.473848798,0.526151202
0.64227799,5.47,0.001254453,0.47510325,0.52489675
0.64155523,5.48,0.001253041,0.476356291,0.523643709
0.640828394,5.49,0.001251621,0.477607912,0.522392088
0.640097522,5.5,0.001250194,0.478858106,0.521141894
0.639362345,5.51,0.001248758,0.480106864,0.519893136
0.638623204,5.52,0.001247314,0.481354179,0.518645821
0.637880136,5.53,0.001245863,0.482600042,0.517399958
0.637133182,5.54,0.001244404,0.483844446,0.516155554
0.63638238,5.55,0.001242938,0.485087383,0.514912617
0.635627769,5.56,0.001241464,0.486328847,0.513671153
0.634869387,5.57,0.001239983,0.48756883,0.51243117
0.634107274,5.58,0.001238494,0.488807324,0.511192676
0.633341467,5.59,0.001236998,0.490044322,0.509955678
0.632572006,5.6,0.001235496,0.491279818,0.508720182
0.631798264,5.61,0.001233984,0.492513802,0.507486198
0.63102093,5.62,0.001232466,0.493746268,0.506253732
0.630240041,5.63,0.001230941,0.494977209,0.505022791
0.629455636,5.64,0.001229409,0.496206618,0.503793382
0.628667752,5.65,0.00122787,0.497434488,0.502565512
0.627876428,5.66,0.001226324,0.498660813,0.501339187
0.627081703,5.67,0.001224772,0.499885585,0.500114415
0.626283612,5.68,0.001223213,0.501108799,0.498891201
0.625482196,5.69,0.001221648,0.502330447,0.497669553
0.62467749,5.7,0.001220077,0.503550523,0.496449477
0.623868546,5.71,0.001218497,0.50476902,0.49523098
0.623056367,5.72,0.00121691,0.50598593,0.49401407
0.622240989,5.73,0.001215318,0.507201248,0.492798752
0.621422451,5.74,0.001213719,0.508414967,0.491585033
0.620600789,5.75,0.001212114,0.509627081,0.490372919
0.619776041,5.76,0.001210503,0.510837584,0.489162416
0.618948244,5.77,0.001208887,0.512046471,0.487953529
0.618117435,5.78,0.001207264,0.513253735,0.486746265
0.617283651,5.79,0.001205635,0.51445937,0.48554063
0.616446928,5.8,0.001204001,0.515663371,0.484336629
0.615606024,5.81,0.001202359,0.51686573,0.48313427
0.614762227,5.82,0.001200711,0.518066441,0.481933559
0.613915573,5.83,0.001199057,0.519265498,0.480734502
0.613066099,5.84,0.001197398,0.520462896,0.479537104
0.612213842,5.85,0.001195733,0.521658629,0.478341371
0.611358838,5.86,0.001194063,0.522852693,0.477147307
0.610501122,5.87,0.001192388,0.524045081,0.475954919
0.609640732,5.88,0.001190708,0.525235789,0.474764211
0.608777703,5.89,0.001189022,0.526424811,0.473575189
0.607912071,5.9,0.001187331,0.527612143,0.472387857
0.607042327,5.91,0.001185633,0.528797775,0.471202225
0.606170018,5.92,0.001183929,0.529981704,0.470018296
0.605295179,5.93,0.00118222,0.531163925,0.468836075
0.604417846,5.94,0.001180507,0.532344432,0.467655568
0.603538054,5.95,0.001178788,0.53352322,0.46647678
0.60265584,5.96,0.001177065,0.534700285,0.465299715
0.601771238,5.97,0.001175338,0.535875623,0.464124377
0.600884283,5.98,0.001173605,0.537049228,0.462950772
0.59999501,5.99,0.001171868,0.538221097,0.461778903
0.599103454,6,0.001170127,0.539391224,0.460608776
0.598207868,6.01,0.001168378,0.540559602,0.459440398
0.597310029,6.02,0.001166624,0.541726226,0.458273774
0.596409973,6.03,0.001164866,0.542891093,0.457108907
0.595507734,6.04,0.001163104,0.544054197,0.455945803
0.594603348,6.05,0.001161338,0.545215535,0.454784465
0.593696847,6.06,0.001159567,0.546375102,0.453624898
0.592788266,6.07,0.001157793,0.547532895,0.452467105
0.59187764,6.08,0.001156014,0.548688909,0.451311091
0.590965003,6.09,0.001154232,0.54984314,0.45015686
0.590050387,6.1,0.001152445,0.550995586,0.449004414
0.589131832,6.11,0.001150651,0.552146237,0.447853763
0.588211324,6.12,0.001148853,0.55329509,0.44670491
0.587288896,6.13,0.001147052,0.554442142,0.445557858
0.586364582,6.14,0.001145246,0.555587388,0.444412612
0.585438415,6.15,0.001143438,0.556730826,0.443269174
0.584510429,6.16,0.001141625,0.557872451,0.442127549
0.583580657,6.17,0.001139809,0.55901226,0.44098774
0.582649132,6.18,0.00113799,0.56015025,0.43984975
0.581715886,6.19,0.001136167,0.561286417,0.438713583
0.580780952,6.2,0.001134341,0.562420757,0.437579243
0.579842179,6.21,0.001132507,0.563553265,0.436446735
0.578901738,6.22,0.001130671,0.564683935,0.435316065
0.577959659,6.23,0.001128831,0.565812766,0.434187234
0.577015977,6.24,0.001126987,0.566939753,0.433060247
0.576070723,6.25,0.001125141,0.568064894,0.431935106
0.57512393,6.26,0.001123292,0.569188186,0.430811814
0.57417563,6.27,0.00112144,0.570309626,0.429690374
0.573225854,6.28,0.001119585,0.571429211,0.428570789
0.572274635,6.29,0.001117727,0.572546938,0.427453062
0.571322003,6.3,0.001115866,0.573662804,0.426337196
0.57036564,6.31,0.001113998,0.574776803,0.425223197
0.569407877,6.32,0.001112128,0.57588893,0.42411107
0.568448748,6.33,0.001110254,0.576999185,0.423000815
0.567488282,6.34,0.001108379,0.578107563,0.421892437
0.566526511,6.35,0.0011065,0.579214064,0.420785936
0.565563467,6.36,0.001104619,0.580318683,0.419681317
0.564599181,6.37,0.001102736,0.581421418,0.418578582
0.563633682,6.38,0.00110085,0.582522268,0.417477732
0.562667002,6.39,0.001098962,0.58362123,0.41637877
0.561699172,6.4,0.001097072,0.584718302,0.415281698
0.560727723,6.41,0.001095174,0.585813476,0.414186524
0.559755131,6.42,0.001093275,0.586906751,0.413093249
0.558781426,6.43,0.001091373,0.587998124,0.412001876
0.55780664,6.44,0.001089469,0.589087593,0.410912407
0.556830802,6.45,0.001087563,0.590175156,0.409824844
0.555853942,6.46,0.001085655,0.591260811,0.408739189
0.55487609,6.47,0.001083745,0.592344557,0.407655443
0.553897276,6.48,0.001081834,0.59342639,0.40657361
0.552917528,6.49,0.00107992,0.59450631,0.40549369
0.551936877,6.5,0.001078005,0.595584315,0.404415685
0.550952726,6.51,0.001076082,0.596660397,0.403339603
0.549967674,6.52,0.001074159,0.597734556,0.402265444
0.548981752,6.53,0.001072233,0.598806789,0.401193211
0.547994987,6.54,0.001070306,0.599877094,0.400122906
0.547007411,6.55,0.001068377,0.600945471,0.399054529
0.54601905,6.56,0.001066446,0.602011917,0.397988083
0.545029934,6.57,0.001064514,0.603076432,0.396923568
0.544040091,6.58,0.001062581,0.604139013,0.395860987
0.54304955,6.59,0.001060647,0.60519966,0.39480034
0.542058338,6.6,0.001058711,0.60625837,0.39374163
0.541063749,6.61,0.001056768,0.607315138,0.392684862
0.540068488,6.62,0.001054824,0.608369962,0.391630038
0.539072584,6.63,0.001052879,0.609422841,0.390577159
0.538076066,6.64,0.001050933,0.610473774,0.389526226
0.53707896,6.65,0.001048985,0.611522759,0.388477241
0.536081295,6.66,0.001047037,0.612569796,0.387430204
0.535083099,6.67,0.001045087,0.613614883,0.386385117
0.534084398,6.68,0.001043136,0.614658019,0.385341981
0.53308522,6.69,0.001041185,0.615699204,0.384300796
0.532085591,6.7,0.001039232,0.616738437,0.383261563
0.531082709,6.71,0.001037274,0.61777571,0.38222429
0.530079371,6.72,0.001035314,0.618811024,0.381188976
0.529075606,6.73,0.001033354,0.619844378,0.380155622
0.52807144,6.74,0.001031392,0.62087577,0.37912423
0.5270669,6.75,0.00102943,0.621905201,0.378094799
0.526062011,6.76,0.001027468,0.622932668,0.377067332
0.525056802,6.77,0.001025504,0.623958173,0.376041827
0.524051297,6.78,0.00102354,0.624981713,0.375018287
0.523045522,6.79,0.001021576,0.626003289,0.373996711
0.522039504,6.8,0.001019611,0.6270229,0.3729771
0.52103036,6.81,0.00101764,0.628040541,0.371959459
0.520020964,6.82,0.001015669,0.629056209,0.370943791
0.519011342,6.83,0.001013697,0.630069906,0.369930094
0.51800152,6.84,0.001011724,0.631081631,0.368918369
0.516991524,6.85,0.001009752,0.632091382,0.367908618
0.515981378,6.86,0.001007779,0.633099161,0.366900839
0.514971109,6.87,0.001005806,0.634104967,0.365895033
0.513960741,6.88,0.001003832,0.635108799,0.364891201
0.512950299,6.89,0.001001859,0.636110658,0.363889342
0.511939807,6.9,0.000999885,0.637110543,0.362889457
0.510926317,6.91,0.000997906,0.638108449,0.361891551
0.509912766,6.92,0.000995926,0.639104375,0.360895625
0.508899179,6.93,0.000993946,0.640098321,0.359901679
0.50788558,6.94,0.000991967,0.641090288,0.358909712
0.506871995,6.95,0.000989987,0.642080275,0.357919725
0.505858447,6.96,0.000988007,0.643068282,0.356931718
0.50484496,6.97,0.000986028,0.64405431,0.35594569
0.503831559,6.98,0.000984049,0.645038359,0.354961641
0.502818266,6.99,0.00098207,0.646020429,0.353979571
0.501805106,7,0.000980091,0.647000519,0.352999481
0.500789076,7.01,0.000978106,0.647978626,0.352021374
0.499773163,7.02,0.000976122,0.648954748,0.351045252
0.498757392,7.03,0.000974138,0.649928886,0.350071114
0.497741787,7.04,0.000972155,0.650901041,0.349098959
0.49672637,7.05,0.000970171,0.651871212,0.348128788
0.495711165,7.06,0.000968188,0.6528394,0.3471606
0.494696194,7.07,0.000966206,0.653805607,0.346194393
0.493681481,7.08,0.000964224,0.654769831,0.345230169
0.492667048,7.09,0.000962243,0.655732074,0.344267926
0.491652917,7.1,0.000960262,0.656692336,0.343307664
0.490636043,7.11,0.000958276,0.657650612,0.342349388
0.489619455,7.12,0.000956291,0.658606903,0.341393097
0.488603175,7.13,0.000954306,0.659561208,0.340438792
0.487587224,7.14,0.000952321,0.66051353,0.33948647
0.486571627,7.15,0.000950338,0.661463868,0.338536132
0.485556403,7.16,0.000948355,0.662412222,0.337587778
0.484541576,7.17,0.000946373,0.663358595,0.336641405
0.483527167,7.18,0.000944392,0.664302987,0.335697013
0.482513197,7.19,0.000942411,0.665245398,0.334754602
0.481499688,7.2,0.000940432,0.66618583,0.33381417
0.480483563,7.21,0.000938447,0.667124277,0.332875723
0.47946788,7.22,0.000936463,0.66806074,0.33193926
0.478452659,7.23,0.00093448,0.66899522,0.33100478
0.477437922,7.24,0.000932498,0.669927719,0.330072281
0.47642369,7.25,0.000930518,0.670858236,0.329141764
0.475409984,7.26,0.000928538,0.671786774,0.328213226
0.474396825,7.27,0.000926559,0.672713333,0.327286667
0.473384233,7.28,0.000924581,0.673637914,0.326362086
0.472372229,7.29,0.000922605,0.674560518,0.325439482
0.471360833,7.3,0.000920629,0.675481147,0.324518853
0.470346946,7.31,0.000918649,0.676399796,0.323600204
0.469333646,7.32,0.00091667,0.677316466,0.322683534
0.468320953,7.33,0.000914692,0.678231158,0.321768842
0.467308886,7.34,0.000912715,0.679143873,0.320856127
0.466297466,7.35,0.00091074,0.680054613,0.319945387
0.465286713,7.36,0.000908766,0.680963378,0.319036622
0.464276646,7.37,0.000906793,0.681870171,0.318129829
0.463267285,7.38,0.000904821,0.682774993,0.317225007
0.462258649,7.39,0.000902851,0.683677844,0.316322156
0.461250757,7.4,0.000900883,0.684578727,0.315421273
0.460240499,7.41,0.00089891,0.685477636,0.314522364
0.459230962,7.42,0.000896938,0.686374574,0.313625426
0.458222165,7.43,0.000894968,0.687269542,0.312730458
0.457214127,7.44,0.000892999,0.688162541,0.311837459
0.456206868,7.45,0.000891031,0.689053572,0.310946428
0.455200405,7.46,0.000889066,0.689942638,0.310057362
0.454194758,7.47,0.000887102,0.690829739,0.309170261
0.453189945,7.48,0.000885139,0.691714878,0.308285122
0.452185984,7.49,0.000883178,0.692598057,0.307401943
0.451182894,7.5,0.000881219,0.693479276,0.306520724
0.450177559,7.51,0.000879255,0.694358531,0.305641469
0.449173069,7.52,0.000877294,0.695235824,0.304764176
0.448169443,7.53,0.000875333,0.696111158,0.303888842
0.447166697,7.54,0.000873375,0.696984533,0.303015467
0.446164852,7.55,0.000871418,0.697855951,0.302144049
0.445163924,7.56,0.000869463,0.698725414,0.301274586
0.44416393,7.57,0.00086751,0.699592924,0.300407076
0.443164889,7.58,0.000865559,0.700458483,0.299541517
0.442166818,7.59,0.000863609,0.701322092,0.298677908
0.441169733,7.6,0.000861662,0.702183754,0.297816246
0.440170523,7.61,0.00085971,0.703043464,0.296956536
0.439172272,7.62,0.000857761,0.703901225,0.296098775
0.438174998,7.63,0.000855813,0.704757038,0.295242962
0.437178718,7.64,0.000853867,0.705610905,0.294389095
0.436183449,7.65,0.000851923,0.706462828,0.293537172
0.435189209,7.66,0.000849981,0.707312809,0.292687191
0.434196013,7.67,0.000848041,0.708160851,0.291839149
0.433203878,7.68,0.000846104,0.709006954,0.290993046
0.43221282,7.69,0.000844168,0.709851122,0.290148878
0.431222856,7.7,0.000842234,0.710693357,0.289306643
0.430230882,7.71,0.000840297,0.711533654,0.288466346
0.429239973,7.72,0.000838362,0.712372015,0.287627985
0.428250145,7.73,0.000836428,0.713208444,0.286791556
0.427261415,7.74,0.000834497,0.714042941,0.285957059
0.426273798,7.75,0.000832568,0.714875509,0.285124491
0.425287311,7.76,0.000830642,0.715706151,0.284293849
0.424301969,7.77,0.000828717,0.716534868,0.283465132
0.423317788,7.78,0.000826795,0.717361662,0.282638338
0.422334782,7.79,0.000824875,0.718186537,0.281813463
0.421352968,7.8,0.000822957,0.719009495,0.280990505
0.420369257,7.81,0.000821036,0.71983053,0.28016947
0.419386706,7.82,0.000819117,0.720649647,0.279350353
0.418405333,7.83,0.0008172,0.721466848,0.278533152
0.417425151,7.84,0.000815286,0.722282133,0.277717867
0.416446177,7.85,0.000813374,0.723095507,0.276904493
0.415468426,7.86,0.000811464,0.723906971,0.276093029
0.414491911,7.87,0.000809557,0.724716528,0.275283472
0.413516648,7.88,0.000807652,0.725524179,0.274475821
0.41254265,7.89,0.00080575,0.726329929,0.273670071
0.411569933,7.9,0.00080385,0.727133779,0.272866221
0.410595427,7.91,0.000801946,0.727935725,0.272064275
0.409622171,7.92,0.000800045,0.728735771,0.271264229
0.408650178,7.93,0.000798147,0.729533918,0.270466082
0.407679464,7.94,0.000796251,0.730330169,0.269669831
0.406710043,7.95,0.000794358,0.731124526,0.268875474
0.405741927,7.96,0.000792467,0.731916993,0.268083007
0.404775133,7.97,0.000790579,0.732707572,0.267292428
0.403809672,7.98,0.000788693,0.733496265,0.266503735
0.402845559,7.99,0.00078681,0.734283075,0.265716925
0.401882806,8,0.000784929,0.735068004,0.264931996
0.400918371,8.01,0.000783046,0.73585105,0.26414895
0.399955265,8.02,0.000781165,0.736632215,0.263367785
0.398993501,8.03,0.000779286,0.737411501,0.262588499
0.398033094,8.04,0.00077741,0.738188911,0.261811089
0.397074057,8.05,0.000775537,0.738964449,0.261035551
0.396116402,8.06,0.000773667,0.739738116,0.260261884
0.395160144,8.07,0.000771799,0.740509915,0.259490085
0.394205293,8.08,0.000769934,0.741279849,0.258720151
0.393251865,8.09,0.000768072,0.742047921,0.257952079
0.392299869,8.1,0.000766213,0.742814134,0.257185866
0.391346293,8.11,0.00076435,0.743578485,0.256421515
0.390394118,8.12,0.000762491,0.744340975,0.255659025
0.389443357,8.13,0.000760634,0.745101609,0.254898391
0.388494023,8.14,0.000758779,0.745860388,0.254139612
0.387546127,8.15,0.000756928,0.746617316,0.253382684
0.386599684,8.16,0.00075508,0.747372396,0.252627604
0.385654704,8.17,0.000753234,0.74812563,0.25187437
0.384711199,8.18,0.000751391,0.748877021,0.251122979
0.383769182,8.19,0.000749551,0.749626572,0.250373428
0.382828664,8.2,0.000747714,0.750374286,0.249625714
0.381886663,8.21,0.000745874,0.751120161,0.248879839
0.380946128,8.22,0.000744037,0.751864198,0.248135802
0.380007071,8.23,0.000742203,0.752606401,0.247393599
0.379069503,8.24,0.000740372,0.753346774,0.246653226
0.378133437,8.25,0.000738544,0.754085317,0.245914683
0.377198884,8.26,0.000736719,0.754822036,0.245177964
0.376265855,8.27,0.000734896,0.755556932,0.244443068
0.375334362,8.28,0.000733077,0.756290009,0.243709991
0.374404415,8.29,0.000731261,0.75702127,0.24297873
0.373476025,8.3,0.000729447,0.757750717,0.242249283
0.372546247,8.31,0.000727631,0.758478348,0.241521652
0.371617992,8.32,0.000725818,0.759204167,0.240795833
0.370691272,8.33,0.000724008,0.759928175,0.240071825
0.369766097,8.34,0.000722201,0.760650377,0.239349623
0.36884248,8.35,0.000720397,0.761370774,0.238629226
0.36792043,8.36,0.000718597,0.762089371,0.237910629
0.366999958,8.37,0.000716799,0.762806169,0.237193831
0.366081074,8.38,0.000715004,0.763521173,0.236478827
0.365163789,8.39,0.000713212,0.764234386,0.235765614
0.364248114,8.4,0.000711424,0.76494581,0.23505419
0.363331139,8.41,0.000709633,0.765655443,0.234344557
0.362415739,8.42,0.000707845,0.766363288,0.233636712
0.361501925,8.43,0.00070606,0.767069348,0.232930652
0.360589705,8.44,0.000704279,0.767773627,0.232226373
0.359679091,8.45,0.0007025,0.768476127,0.231523873
0.358770093,8.46,0.000700725,0.769176852,0.230823148
0.35786272,8.47,0.000698953,0.769875804,0.230124196
0.356956982,8.48,0.000697183,0.770572988,0.229427012
0.356052889,8.49,0.000695418,0.771268406,0.228731594
0.35515045,8.5,0.000693655,0.771962061,0.228037939
0.354246799,8.51,0.00069189,0.772653951,0.227346049
0.353344767,8.52,0.000690128,0.773344079,0.226655921
0.352444364,8.53,0.00068837,0.774032449,0.225967551
0.3515456,8.54,0.000686614,0.774719063,0.225280937
0.350648484,8.55,0.000684862,0.775403926,0.224596074
0.349753025,8.56,0.000683113,0.776087039,0.223912961
0.348859233,8.57,0.000681368,0.776768406,0.223231594
0.347967116,8.58,0.000679625,0.777448031,0.222551969
0.347076684,8.59,0.000677886,0.778125917,0.221874083
0.346187946,8.6,0.00067615,0.778802068,0.221197932
0.345298077,8.61,0.000674412,0.77947648,0.22052352
0.344409867,8.62,0.000672677,0.780149157,0.219850843
0.343523324,8.63,0.000670946,0.780820103,0.219179897
0.342638457,8.64,0.000669218,0.78148932,0.21851068
0.341755275,8.65,0.000667493,0.782156813,0.217843187
0.340873787,8.66,0.000665771,0.782822584,0.217177416
0.339994,8.67,0.000664053,0.783486637,0.216513363
0.339115924,8.68,0.000662338,0.784148974,0.215851026
0.338239567,8.69,0.000660626,0.7848096,0.2151904
0.337364936,8.7,0.000658918,0.785468518,0.214531482
0.336489254,8.71,0.000657207,0.786125725,0.213874275
0.335615264,8.72,0.0006555,0.786781225,0.213218775
0.334742973,8.73,0.000653797,0.787435022,0.212564978
0.333872391,8.74,0.000652096,0.788087118,0.211912882
0.333003524,8.75,0.000650399,0.788737518,0.211262482
0.332136382,8.76,0.000648706,0.789386223,0.210613777
0.331270971,8.77,0.000647015,0.790033239,0.209966761
0.330407301,8.78,0.000645329,0.790678567,0.209321433
0.329545378,8.79,0.000643645,0.791322212,0.208677788
0.328685209,8.8,0.000641965,0.791964177,0.208035823
0.327824065,8.81,0.000640283,0.79260446,0.20739554
0.326964639,8.82,0.000638605,0.793243065,0.206756935
0.326106941,8.83,0.000636929,0.793879994,0.206120006
0.325250978,8.84,0.000635258,0.794515252,0.205484748
0.324396757,8.85,0.000633589,0.795148841,0.204851159
0.323544285,8.86,0.000631924,0.795780765,0.204219235
0.32269357,8.87,0.000630263,0.796411028,0.203588972
0.32184462,8.88,0.000628604,0.797039632,0.202960368
0.32099744,8.89,0.00062695,0.797666582,0.202333418
0.320152038,8.9,0.000625299,0.798291881,0.201708119
0.319305731,8.91,0.000623646,0.798915526,0.201084474
0.318461167,8.92,0.000621996,0.799537522,0.200462478
0.317618351,8.93,0.00062035,0.800157872,0.199842128
0.316777293,8.94,0.000618707,0.80077658,0.19922342
0.315937998,8.95,0.000617068,0.801393648,0.198606352
0.315100473,8.96,0.000615432,0.80200908,0.19799092
0.314264725,8.97,0.0006138,0.80262288,0.19737712
0.313430761,8.98,0.000612171,0.803235051,0.196764949
0.312598587,8.99,0.000610546,0.803845597,0.196154403
0.311768208,9,0.000608924,0.804454521,0.195545479
0.310936992,9.01,0.0006073,0.805061821,0.194938179
0.310107537,9.02,0.00060568,0.805667502,0.194332498
0.309279849,9.03,0.000604064,0.806271566,0.193728434
0.308453935,9.04,0.000602451,0.806874016,0.193125984
0.307629801,9.05,0.000600841,0.807474858,0.192525142
0.306807454,9.06,0.000599235,0.808074092,0.191925908
0.305986899,9.07,0.000597632,0.808671725,0.191328275
0.305168142,9.08,0.000596033,0.809267758,0.190732242
0.30435119,9.09,0.000594438,0.809862195,0.190137805
0.303536048,9.1,0.000592845,0.810455041,0.189544959
0.302720132,9.11,0.000591252,0.811046293,0.188953707
0.301905991,9.12,0.000589662,0.811635954,0.188364046
0.301093631,9.13,0.000588075,0.81222403,0.18777597
0.300283057,9.14,0.000586492,0.812810521,0.187189479
0.299474276,9.15,0.000584912,0.813395434,0.186604566
0.298667293,9.16,0.000583336,0.81397877,0.18602123
0.297862114,9.17,0.000581764,0.814560533,0.185439467
0.297058744,9.18,0.000580194,0.815140728,0.184859272
0.296257189,9.19,0.000578629,0.815719357,0.184280643
0.295457455,9.2,0.000577067,0.816296424,0.183703576
0.294657006,9.21,0.000575504,0.816871927,0.183128073
0.293858342,9.22,0.000573944,0.817445871,0.182554129
0.293061468,9.23,0.000572387,0.818018258,0.181981742
0.29226639,9.24,0.000570834,0.818589092,0.181410908
0.291473113,9.25,0.000569285,0.819158377,0.180841623
0.290681642,9.26,0.000567739,0.819726116,0.180273884
0.289891983,9.27,0.000566197,0.820292313,0.179707687
0.289104139,9.28,0.000564658,0.820856971,0.179143029
0.288318117,9.29,0.000563123,0.821420094,0.178579906
0.287533921,9.3,0.000561591,0.821981685,0.178018315
0.286749068,9.31,0.000560058,0.822541744,0.177458256
0.285966006,9.32,0.000558529,0.823100273,0.176899727
0.28518474,9.33,0.000557003,0.823657276,0.176342724
0.284405274,9.34,0.000555481,0.824212756,0.175787244
0.283627615,9.35,0.000553962,0.824766718,0.175233282
0.282851765,9.36,0.000552446,0.825319164,0.174680836
0.282077731,9.37,0.000550935,0.825870099,0.174129901
0.281305517,9.38,0.000549426,0.826419525,0.173580475
0.280535126,9.39,0.000547922,0.826967447,0.173032553
0.279766564,9.4,0.000546421,0.827513867,0.172486133
0.278997399,9.41,0.000544918,0.828058786,0.171941214
0.278230027,9.42,0.000543419,0.828602205,0.171397795
0.277464453,9.43,0.000541924,0.829144129,0.170855871
0.276700681,9.44,0.000540432,0.829684562,0.170315438
0.275938717,9.45,0.000538944,0.830223506,0.169776494
0.275178564,9.46,0.00053746,0.830760966,0.169239034
0.274420226,9.47,0.000535978,0.831296944,0.168703056
0.273663708,9.48,0.000534501,0.831831445,0.168168555
0.272909013,9.49,0.000533027,0.832364472,0.167635528
0.272156146,9.5,0.000531556,0.832896028,0.167103972
0.271402726,9.51,0.000530085,0.833426113,0.166573887
0.270651099,9.52,0.000528617,0.83395473,0.16604527
0.269901268,9.53,0.000527152,0.834481882,0.165518118
0.269153239,9.54,0.000525691,0.835007574,0.164992426
0.268407015,9.55,0.000524234,0.835531807,0.164468193
0.267662599,9.56,0.00052278,0.836054587,0.163945413
0.266919996,9.57,0.00052133,0.836575917,0.163424083
0.26617921,9.58,0.000519883,0.8370958,0.1629042
0.265440244,9.59,0.000518439,0.837614239,0.162385761
0.264703101,9.6,0.000517,0.838131239,0.161868761
0.263965453,9.61,0.000515559,0.838646798,0.161353202
0.263229593,9.62,0.000514122,0.839160919,0.160839081
0.262495526,9.63,0.000512688,0.839673607,0.160326393
0.261763256,9.64,0.000511258,0.840184865,0.159815135
0.261032786,9.65,0.000509831,0.840694696,0.159305304
0.26030412,9.66,0.000508408,0.841203104,0.158796896
0.25957726,9.67,0.000506988,0.841710092,0.158289908
0.258852211,9.68,0.000505572,0.842215664,0.157784336
0.258128976,9.69,0.00050416,0.842719824,0.157280176
0.257407558,9.7,0.00050275,0.843222574,0.156777426
0.256685677,9.71,0.000501341,0.843723915,0.156276085
0.255965579,9.72,0.000499934,0.844223849,0.155776151
0.255247267,9.73,0.000498531,0.84472238,0.15527762
0.254530745,9.74,0.000497132,0.845219512,0.154780488
0.253816015,9.75,0.000495736,0.845715248,0.154284752
0.25310308,9.76,0.000494343,0.846209591,0.153790409
0.252391944,9.77,0.000492954,0.846702545,0.153297455
0.25168261,9.78,0.000491569,0.847194114,0.152805886
0.250975081,9.79,0.000490187,0.847684301,0.152315699
0.250269359,9.8,0.000488809,0.84817311,0.15182689
0.249563216,9.81,0.000487429,0.848660539,0.151339461
0.248858847,9.82,0.000486054,0.849146593,0.150853407
0.248156254,9.83,0.000484681,0.849631275,0.150368725
0.247455441,9.84,0.000483313,0.850114587,0.149885413
0.24675641,9.85,0.000481947,0.850596535,0.149403465
